,REPROVACOES_DE,REPROVACOES_EM,REPROVACOES_MF,REPROVACOES_GO,NOTA_DE,NOTA_EM,NOTA_MF,NOTA_GO,H_AULA_PRES,TAREFAS_ONLINE,FALTAS,INGLES,PERFIL,NOME,MATRICULA
18249,0,0,0,0,6.7,6.0,7.1,5.9,5,2,3,0.0,HUMANAS,NONE,3413251
18250,0,0,0,0,7.6,7.8,8.9,8.1,5,4,5,0.0,HUMANAS,NONE,3413251
18251,1,1,1,1,0.0,0.0,0.0,0.0,2,3,3,1.0,DIFICULDADE,NONE,3413251
18252,0,0,0,0,5.2,5.1,4.6,4.7,2,5,3,1.0,DIFICULDADE,NONE,3413251
18253,1,1,3,1,0.0,0.0,0.0,0.0,3,4,3,1.0,DIFICULDADE,NONE,3413251
18254,0,0,1,3,5.3,5.3,0.0,3.533333333333333,4,0,6,0.0,DIFICULDADE,NONE,3413251
18255,1,1,1,1,0.0,0.0,0.0,0.0,4,3,3,0.0,DIFICULDADE,NONE,3413251
18256,0,0,0,0,6.5,6.7,6.3,7.0,11,5,3,1.0,EXATAS,NONE,3413251
18257,0,0,0,0,6.7,6.5,5.2,5.1,3,4,5,0.0,EXATAS,NONE,3413251
18258,0,0,0,0,6.6,6.6,5.2,4.6,4,2,3,1.0,EXATAS,NONE,3413251
18259,0,0,0,0,5.1,5.4,5.8,5.433333333333333,2,2,6,1.0,DIFICULDADE,NONE,3413251
18260,0,0,0,0,6.9,5.5,5.1,5.5,2,1,4,1.0,EXATAS,NONE,3413251
18261,0,0,0,0,5.4,6.1,4.9,4.8,6,3,5,1.0,EXATAS,NONE,3413251
18262,0,0,0,0,6.1,6.0,5.0,5.9,2,2,6,0.0,DIFICULDADE,NONE,3413251
18263,0,0,0,0,5.8,5.4,4.8,4.8,0,2,6,1.0,EXATAS,NONE,3413251
18264,1,1,1,1,0.0,0.0,0.0,0.0,4,4,3,1.0,DIFICULDADE,NONE,3413251
18265,0,0,0,0,7.0,7.0,7.1,6.0,4,2,1,1.0,HUMANAS,NONE,3413251
18266,0,0,0,0,7.3,7.4,6.8,7.2,8,5,3,1.0,MUITO_BOM,NONE,3413251
18267,0,0,0,0,5.2,5.8,6.7,4.7,6,2,5,1.0,HUMANAS,NONE,3413251
18268,1,1,1,1,0.0,0.0,0.0,0.0,5,1,7,1.0,DIFICULDADE,NONE,3413251
18269,0,0,0,0,7.0,7.3,7.7,6.6,13,5,2,0.0,MUITO_BOM,NONE,3413251
18270,0,0,0,0,6.7,7.0,7.0,7.0,2,0,5,0.0,HUMANAS,NONE,3413251
18271,0,0,0,0,6.0,4.7,5.1,5.3,9,3,7,1.0,EXATAS,NONE,3413251
18272,0,0,0,0,6.4,5.3,5.6,5.766666666666666,10,5,3,1.0,EXATAS,NONE,3413251
18273,1,1,1,1,0.0,0.0,0.0,0.0,4,3,5,1.0,DIFICULDADE,NONE,3413251
18274,0,0,0,0,4.8,6.6,5.6,6.3,0,7,3,1.0,EXATAS,NONE,3413251
18275,0,0,0,0,6.2,6.2,4.7,4.9,3,5,2,1.0,EXATAS,NONE,3413251
18276,1,1,1,1,0.0,0.0,0.0,0.0,3,5,3,1.0,DIFICULDADE,NONE,3413251
18277,0,0,0,0,6.9,6.6,7.8,6.7,2,4,4,0.0,HUMANAS,NONE,3413251
18278,0,0,0,0,6.0,5.9,5.0,6.2,4,4,3,1.0,EXATAS,NONE,3413251
18279,0,0,0,0,6.6,6.8,6.0,6.466666666666666,5,5,3,1.0,EXATAS,NONE,3413251
18280,0,0,0,0,5.5,6.7,6.1,7.1,6,3,3,1.0,EXATAS,NONE,3413251
18281,0,0,0,0,6.1,6.8,6.2,5.6,7,5,3,1.0,EXATAS,NONE,3413251
18282,0,0,0,0,6.3,6.2,5.1,5.8,4,5,6,0.0,EXATAS,NONE,3413251
18283,0,0,0,0,6.9,6.5,5.4,6.1,10,5,3,1.0,EXATAS,NONE,3413251
18284,0,0,0,0,7.2,6.5,5.0,6.233333333333333,5,4,3,1.0,EXATAS,NONE,3413251
18285,0,0,0,0,6.4,6.8,5.6,6.8,7,2,6,1.0,EXATAS,NONE,3413251
18286,1,1,3,1,0.0,0.0,0.0,0.0,2,4,7,1.0,DIFICULDADE,NONE,3413251
18287,0,0,0,0,5.7,5.0,5.1,5.3,1,2,4,0.0,DIFICULDADE,NONE,3413251
18288,0,0,0,0,4.4,4.3,5.4,4.6,3,0,3,0.0,EXATAS,NONE,3413251
18289,0,0,0,0,6.1,5.4,4.6,4.6,2,4,3,0.0,EXATAS,NONE,3413251
18290,0,0,0,0,6.6,6.3,6.5,5.7,16,6,3,1.0,EXATAS,NONE,3413251
18291,0,0,0,0,7.0,7.0,6.4,5.7,18,7,3,0.0,EXATAS,NONE,3413251
18292,0,0,0,0,6.9,7.2,7.3,7.4,3,5,3,1.0,HUMANAS,NONE,3413251
18293,0,0,0,0,6.8,6.3,5.5,5.8,5,5,3,1.0,EXATAS,NONE,3413251
18294,0,0,0,0,7.5,7.4,9.0,7.6,12,5,3,0.0,EXCELENTE,NONE,3413251
18295,0,0,0,0,7.2,7.1,9.8,8.033333333333333,3,5,3,0.0,EXCELENTE,NONE,3413251
18296,0,0,0,0,6.7,6.9,5.6,4.8,2,2,3,1.0,EXATAS,NONE,3413251
18297,0,0,0,0,6.7,6.8,5.8,6.2,12,5,3,0.0,EXATAS,NONE,3413251
18298,0,0,0,0,6.7,6.6,6.2,6.9,5,5,3,1.0,EXATAS,NONE,3413251
18299,3,1,1,3,0.0,0.0,0.0,0.0,2,4,5,0.0,DIFICULDADE,NONE,3413251
18300,1,1,1,1,0.0,0.0,0.0,0.0,5,1,4,1.0,DIFICULDADE,NONE,3413251
18301,0,0,0,0,6.5,6.8,5.5,6.5,9,5,1,0.0,MUITO_BOM,NONE,3413251
18302,0,0,0,0,5.9,5.5,5.3,5.566666666666667,5,3,5,1.0,DIFICULDADE,NONE,3413251
18303,1,1,1,3,0.0,0.0,0.0,0.0,3,4,3,1.0,DIFICULDADE,NONE,3413251
18304,0,0,0,0,7.7,7.7,5.4,6.6,4,0,2,1.0,EXATAS,NONE,3413251
18305,0,0,0,0,4.7,5.1,5.5,4.6,16,5,1,0.0,EXATAS,NONE,3413251
18306,1,1,3,1,0.0,0.0,0.0,0.0,2,0,4,1.0,DIFICULDADE,NONE,3413251
18307,0,0,0,0,6.7,6.2,4.8,5.8999999999999995,3,4,5,1.0,EXATAS,NONE,3413251
18308,0,0,0,0,5.1,4.8,6.4,5.433333333333333,3,2,3,0.0,EXATAS,NONE,3413251
18309,1,1,1,1,0.0,0.0,0.0,0.0,5,0,2,1.0,DIFICULDADE,NONE,3413251
18310,0,0,0,0,7.1,7.6,5.8,7.4,13,3,3,1.0,EXCELENTE,NONE,3413251
18311,0,0,0,0,6.5,5.8,7.0,7.2,5,1,7,1.0,HUMANAS,NONE,3413251
18312,0,0,0,0,5.8,6.0,5.8,5.4,9,3,3,1.0,DIFICULDADE,NONE,3413251
18313,0,0,0,0,6.1,4.7,6.3,5.2,3,4,4,0.0,DIFICULDADE,NONE,3413251
18314,0,0,0,0,6.6,6.6,5.7,4.8,2,0,5,0.0,EXATAS,NONE,3413251
18315,0,0,1,1,6.3,6.7,0.0,0.0,1,3,4,1.0,DIFICULDADE,NONE,3413251
18316,0,0,0,0,5.8,5.4,5.7,5.3,16,7,2,0.0,EXATAS,NONE,3413251
18317,0,0,0,0,5.3,5.8,6.1,5.0,4,0,5,1.0,EXATAS,NONE,3413251
18318,0,0,0,0,8.0,7.9,10.0,8.633333333333333,20,7,1,0.0,MUITO_BOM,NONE,3413251
18319,0,0,0,0,6.3,5.6,4.9,5.9,2,1,4,1.0,EXATAS,NONE,3413251
18320,0,0,0,0,6.1,4.9,5.0,5.8,5,0,6,1.0,DIFICULDADE,NONE,3413251
18321,0,0,0,0,5.9,6.1,4.5,5.5,2,5,3,1.0,DIFICULDADE,NONE,3413251
18322,0,0,0,0,6.4,6.3,6.9,5.0,3,1,5,1.0,HUMANAS,NONE,3413251
18323,0,0,0,0,5.2,5.2,5.5,5.3,3,5,4,0.0,EXATAS,NONE,3413251
18324,0,0,0,0,6.2,5.0,6.3,6.3,5,5,3,0.0,EXATAS,NONE,3413251
18325,0,0,0,0,6.6,6.6,5.0,5.1,0,2,6,1.0,EXATAS,NONE,3413251
18326,0,0,0,0,6.5,7.0,6.5,6.666666666666667,9,4,1,0.0,EXATAS,NONE,3413251
18327,0,0,0,0,6.6,7.5,7.6,6.9,4,5,2,1.0,MUITO_BOM,NONE,3413251
18328,0,0,0,0,6.0,6.1,5.8,7.0,3,3,6,1.0,EXATAS,NONE,3413251
18329,0,0,0,0,6.4,6.8,5.7,5.8,23,6,3,0.0,EXATAS,NONE,3413251
18330,0,0,0,0,5.9,6.0,5.3,5.2,4,5,3,1.0,EXATAS,NONE,3413251
18331,0,0,0,0,6.4,5.7,4.8,4.4,2,3,3,1.0,EXATAS,NONE,3413251
18332,0,0,0,0,6.5,6.6,7.8,6.1,2,2,2,1.0,HUMANAS,NONE,3413251
18333,0,0,0,0,5.4,5.4,4.9,5.233333333333333,1,2,3,1.0,EXATAS,NONE,3413251
18334,0,0,0,0,5.8,6.0,4.6,5.5,2,5,4,1.0,EXATAS,NONE,3413251
18335,0,0,0,0,5.8,6.7,5.3,4.9,2,2,6,1.0,EXATAS,NONE,3413251
18336,0,0,0,0,6.9,6.9,6.8,6.1,4,5,3,0.0,HUMANAS,NONE,3413251
18337,0,0,0,0,4.9,5.8,4.9,5.2,8,4,4,1.0,EXATAS,NONE,3413251
18338,0,0,0,0,6.6,6.1,4.8,5.2,5,5,3,1.0,EXATAS,NONE,3413251
18339,0,0,0,0,5.9,6.2,6.9,4.8,5,5,2,1.0,HUMANAS,NONE,3413251
18340,1,1,1,1,0.0,0.0,0.0,0.0,4,2,4,1.0,DIFICULDADE,NONE,3413251
18341,3,1,1,1,0.0,0.0,0.0,0.0,3,5,5,1.0,DIFICULDADE,NONE,3413251
18342,0,0,0,0,6.5,6.6,5.9,5.8,5,3,3,1.0,EXATAS,NONE,3413251
18343,0,0,0,0,6.1,5.1,4.6,5.3,0,2,3,1.0,DIFICULDADE,NONE,3413251
18344,0,0,0,0,6.1,6.5,4.8,5.7,2,1,4,0.0,EXATAS,NONE,3413251
18345,0,0,0,0,8.1,7.7,10.5,7.5,16,5,3,0.0,EXCELENTE,NONE,3413251
18346,0,0,0,0,5.9,5.7,4.8,5.6,4,2,5,1.0,EXATAS,NONE,3413251
18347,3,1,1,1,0.0,0.0,0.0,0.0,3,0,8,1.0,DIFICULDADE,NONE,3413251
18348,0,0,0,0,6.2,4.7,6.2,5.4,5,0,5,1.0,EXATAS,NONE,3413251
18349,0,0,1,3,5.6,4.3,0.0,0.0,13,0,8,0.0,DIFICULDADE,NONE,3413251
18350,0,0,0,0,6.5,6.8,4.8,5.7,2,2,6,1.0,EXATAS,NONE,3413251
18351,0,0,0,0,5.9,6.2,7.5,5.4,11,4,2,0.0,HUMANAS,NONE,3413251
18352,0,0,0,0,6.3,6.1,5.9,5.2,4,4,3,1.0,DIFICULDADE,NONE,3413251
18353,0,0,0,0,7.1,7.1,9.1,7.766666666666666,12,5,2,0.0,HUMANAS,NONE,3413251
18354,0,0,0,0,6.1,6.3,6.2,4.6,8,5,3,0.0,EXATAS,NONE,3413251
18355,0,0,0,0,5.9,5.5,4.5,5.3,2,2,6,1.0,DIFICULDADE,NONE,3413251
18356,0,0,0,0,6.3,5.8,6.4,5.3,3,3,5,1.0,EXATAS,NONE,3413251
18357,0,0,0,0,6.0,6.2,6.5,5.0,4,4,3,1.0,EXATAS,NONE,3413251
18358,0,0,0,0,5.7,4.8,5.0,5.8,3,5,3,1.0,DIFICULDADE,NONE,3413251
18359,0,0,0,0,5.9,5.4,5.5,5.5,7,2,5,1.0,EXATAS,NONE,3413251
18360,0,0,1,1,5.4,5.7,0.0,3.7000000000000006,1,2,1,0.0,DIFICULDADE,NONE,3413251
18361,0,0,0,0,6.4,6.3,5.5,6.066666666666667,3,3,3,1.0,EXATAS,NONE,3413251
18362,1,1,1,1,0.0,0.0,0.0,0.0,9,2,3,1.0,DIFICULDADE,NONE,3413251
18363,0,0,0,0,7.1,6.9,6.7,6.900000000000001,17,5,1,1.0,HUMANAS,NONE,3413251
18364,0,0,0,0,5.2,5.7,5.1,4.2,4,2,5,1.0,EXATAS,NONE,3413251
18365,0,0,0,0,7.1,5.1,6.6,6.266666666666666,1,2,3,1.0,HUMANAS,NONE,3413251
18366,0,0,0,0,7.4,7.7,8.0,6.9,5,5,3,1.0,EXCELENTE,NONE,3413251
18367,0,0,0,0,4.8,0.0,4.7,5.1,3,2,6,1.0,DIFICULDADE,NONE,3413251
18368,0,0,0,0,6.5,6.3,5.3,6.0,3,5,3,0.0,EXATAS,NONE,3413251
18369,0,0,0,0,6.1,5.7,5.2,4.9,4,1,5,1.0,EXATAS,NONE,3413251
18370,0,0,0,0,6.5,6.5,7.3,6.7,4,2,1,1.0,HUMANAS,NONE,3413251
18371,0,0,0,0,7.3,7.4,9.1,7.1,12,5,3,0.0,EXCELENTE,NONE,3413251
18372,0,0,0,0,7.7,7.5,8.8,8.0,19,7,1,0.0,EXCELENTE,NONE,3413251
18373,0,0,0,0,7.3,6.6,5.9,5.1,9,5,3,1.0,EXATAS,NONE,3413251
18374,0,0,0,0,5.6,5.2,5.1,4.9,4,4,8,0.0,DIFICULDADE,NONE,3413251
18375,0,0,0,0,5.3,4.6,6.3,5.1,3,5,4,1.0,EXATAS,NONE,3413251
18376,0,0,0,0,5.5,5.5,5.1,4.8,4,4,3,0.0,DIFICULDADE,NONE,3413251
18377,0,0,0,0,6.8,7.2,8.2,6.3,2,5,3,1.0,HUMANAS,NONE,3413251
18378,0,0,0,0,6.6,5.4,6.3,4.7,3,4,3,0.0,EXATAS,NONE,3413251
18379,0,0,0,0,4.8,4.9,5.3,5.3,5,2,5,1.0,EXATAS,NONE,3413251
18380,0,0,0,0,7.0,6.9,5.5,6.466666666666666,2,2,6,1.0,EXATAS,NONE,3413251
18381,0,0,0,0,7.3,7.0,6.6,7.2,4,3,4,1.0,HUMANAS,NONE,3413251
18382,0,0,0,0,7.7,7.9,7.9,7.7,4,0,1,1.0,EXCELENTE,NONE,3413251
18383,1,1,1,3,0.0,0.0,0.0,0.0,4,2,3,1.0,DIFICULDADE,NONE,3413251
18384,0,0,0,0,5.4,5.5,5.3,4.4,3,2,3,0.0,DIFICULDADE,NONE,3413251
18385,0,0,0,0,6.2,5.9,4.7,5.3,2,1,5,0.0,EXATAS,NONE,3413251
18386,1,1,1,1,0.0,0.0,0.0,0.0,12,5,3,1.0,DIFICULDADE,NONE,3413251
18387,0,0,0,0,6.4,6.4,5.4,5.6,13,7,1,0.0,EXATAS,NONE,3413251
18388,0,0,0,0,7.2,7.3,8.5,6.9,11,7,1,0.0,HUMANAS,NONE,3413251
18389,0,0,0,0,7.4,7.2,7.5,6.3,4,2,5,1.0,HUMANAS,NONE,3413251
18390,0,0,0,0,4.6,5.2,4.9,5.2,5,4,8,0.0,DIFICULDADE,NONE,3413251
18391,1,1,1,3,0.0,0.0,0.0,0.0,2,2,5,1.0,DIFICULDADE,NONE,3413251
18392,0,0,0,0,6.0,6.0,5.8,6.8,1,2,3,1.0,EXATAS,NONE,3413251
18393,0,0,0,0,6.3,5.9,5.5,5.8,4,3,4,1.0,EXATAS,NONE,3413251
18394,0,0,0,0,7.9,8.1,8.3,7.8,11,5,3,1.0,EXCELENTE,NONE,3413251
18395,1,1,1,1,0.0,0.0,0.0,0.0,4,2,6,0.0,DIFICULDADE,NONE,3413251
18396,0,0,0,0,6.2,6.0,5.7,5.7,3,4,3,1.0,DIFICULDADE,NONE,3413251
18397,1,1,1,1,0.0,0.0,0.0,0.0,3,2,6,1.0,DIFICULDADE,NONE,3413251
18398,0,0,0,0,6.3,5.0,5.6,5.633333333333333,2,2,5,0.0,EXATAS,NONE,3413251
18399,0,0,0,0,7.2,7.1,7.2,7.166666666666667,2,5,2,1.0,MUITO_BOM,NONE,3413251
18400,0,0,0,0,6.2,5.4,5.0,6.2,2,1,6,0.0,EXATAS,NONE,3413251
18401,1,1,3,1,0.0,0.0,0.0,0.0,2,2,6,1.0,DIFICULDADE,NONE,3413251
18402,1,1,1,1,0.0,0.0,0.0,0.0,3,2,5,0.0,DIFICULDADE,NONE,3413251
18403,0,0,0,0,6.3,6.6,6.5,6.8,3,6,3,1.0,EXATAS,NONE,3413251
18404,0,0,0,0,5.7,5.2,5.9,5.5,5,5,6,0.0,DIFICULDADE,NONE,3413251
18405,0,0,0,0,5.7,4.6,4.6,5.3,2,1,7,0.0,EXATAS,NONE,3413251
18406,0,0,0,0,4.9,5.4,5.2,5.166666666666667,2,3,5,1.0,DIFICULDADE,NONE,3413251
18407,0,0,0,0,7.6,7.3,7.9,7.1,7,5,6,1.0,HUMANAS,NONE,3413251
18408,0,0,0,0,6.9,6.8,4.8,5.4,3,0,3,0.0,EXATAS,NONE,3413251
18409,0,0,1,1,6.7,7.1,0.0,0.0,4,5,2,0.0,EXATAS,NONE,3413251
18410,0,0,0,0,6.8,6.9,7.2,6.6,2,0,5,0.0,HUMANAS,NONE,3413251
18411,1,3,1,3,0.0,0.0,0.0,0.0,6,2,5,1.0,DIFICULDADE,NONE,3413251
18412,0,0,0,0,5.6,5.3,5.5,4.7,3,4,3,0.0,EXATAS,NONE,3413251
18413,0,0,0,0,7.3,7.1,7.1,7.0,2,5,2,0.0,HUMANAS,NONE,3413251
18414,0,0,0,0,7.4,7.4,6.6,6.0,5,2,4,1.0,HUMANAS,NONE,3413251
18415,0,0,0,0,6.5,6.8,5.8,6.6,24,4,4,1.0,EXATAS,NONE,3413251
18416,0,0,0,0,6.6,6.2,7.7,6.833333333333333,8,0,2,0.0,HUMANAS,NONE,3413251
18417,0,0,0,0,7.2,7.7,8.1,6.8,12,5,3,0.0,HUMANAS,NONE,3413251
18418,0,0,0,0,6.8,6.7,6.0,5.6,4,2,3,1.0,EXATAS,NONE,3413251
18419,0,0,0,0,5.0,5.3,5.1,5.2,4,5,3,1.0,EXATAS,NONE,3413251
18420,0,0,0,0,4.9,5.4,4.8,4.3,2,1,7,1.0,DIFICULDADE,NONE,3413251
18421,1,1,1,1,0.0,0.0,0.0,0.0,4,0,1,0.0,DIFICULDADE,NONE,3413251
18422,0,0,1,1,7.2,6.7,0.0,0.0,2,2,4,1.0,DIFICULDADE,NONE,3413251
18423,0,0,0,0,5.9,6.1,6.0,4.9,4,5,2,1.0,EXATAS,NONE,3413251
18424,0,0,0,0,7.9,8.4,7.5,7.933333333333334,9,2,5,1.0,MUITO_BOM,NONE,3413251
18425,0,0,0,0,6.6,6.7,5.1,6.133333333333333,1,2,6,1.0,EXATAS,NONE,3413251
18426,0,0,0,0,6.7,6.6,7.0,5.1,4,2,6,0.0,HUMANAS,NONE,3413251
18427,0,0,0,0,7.1,7.1,5.8,6.666666666666667,2,4,4,1.0,EXATAS,NONE,3413251
18428,0,0,0,0,5.4,5.8,5.1,5.4,5,0,8,1.0,EXATAS,NONE,3413251
18429,1,1,1,1,0.0,0.0,0.0,0.0,3,5,4,0.0,DIFICULDADE,NONE,3413251
18430,0,0,0,0,5.4,5.8,5.0,5.3,2,2,6,1.0,EXATAS,NONE,3413251
18431,0,0,0,0,7.9,7.9,6.6,7.0,3,5,2,1.0,MUITO_BOM,NONE,3413251
18432,0,0,0,0,7.2,7.1,6.8,7.2,12,6,1,1.0,HUMANAS,NONE,3413251
18433,0,0,0,0,7.9,8.0,10.0,8.633333333333333,25,5,3,0.0,EXCELENTE,NONE,3413251
18434,0,0,0,0,6.1,5.9,5.2,5.733333333333334,3,3,5,1.0,EXATAS,NONE,3413251
18435,0,0,0,0,6.8,7.7,6.1,7.5,25,6,2,0.0,EXCELENTE,NONE,3413251
18436,0,0,0,0,6.6,6.5,6.0,5.8,3,4,3,1.0,EXATAS,NONE,3413251
18437,0,0,0,0,6.5,6.9,6.8,6.733333333333333,5,5,3,0.0,EXCELENTE,NONE,3413251
18438,0,0,0,0,6.4,7.0,5.1,5.5,7,2,6,1.0,EXATAS,NONE,3413251
18439,0,0,1,1,6.9,6.0,0.0,0.0,3,4,3,0.0,DIFICULDADE,NONE,3413251
18440,0,0,0,0,6.7,5.7,6.5,6.3,11,3,3,1.0,EXATAS,NONE,3413251
18441,3,1,1,1,0.0,0.0,0.0,0.0,12,5,3,1.0,DIFICULDADE,NONE,3413251
18442,0,0,0,0,8.3,8.0,5.5,7.4,7,4,3,0.0,MUITO_BOM,NONE,3413251
18443,0,0,0,0,5.0,5.6,5.0,5.2,2,4,3,1.0,DIFICULDADE,NONE,3413251
18444,0,0,0,0,6.2,4.3,4.7,6.3,4,5,5,1.0,EXATAS,NONE,3413251
18445,0,0,0,0,7.4,7.0,10.1,6.5,9,5,3,0.0,HUMANAS,NONE,3413251
18446,0,0,0,0,7.3,8.1,9.0,7.7,3,5,4,1.0,EXCELENTE,NONE,3413251
18447,0,0,0,0,6.0,6.1,5.3,5.8,2,1,5,0.0,EXATAS,NONE,3413251
18448,0,0,0,0,7.3,6.8,8.1,6.3,8,3,3,0.0,HUMANAS,NONE,3413251
18449,0,0,0,0,7.0,6.9,5.4,6.8,4,5,3,0.0,EXATAS,NONE,3413251
18450,0,0,0,0,4.6,6.3,5.8,5.8,8,2,3,0.0,EXATAS,NONE,3413251
18451,0,0,0,0,6.9,5.9,7.9,6.5,4,1,7,1.0,HUMANAS,NONE,3413251
18452,0,0,0,0,6.2,6.4,6.8,4.7,5,0,8,1.0,HUMANAS,NONE,3413251
18453,0,0,0,0,5.2,5.5,5.3,6.3,3,3,6,0.0,EXATAS,NONE,3413251
18454,0,0,0,0,6.6,5.6,6.5,6.1,4,3,6,1.0,EXATAS,NONE,3413251
18455,0,0,0,0,4.3,5.6,4.9,4.9,3,2,6,0.0,DIFICULDADE,NONE,3413251
18456,0,0,0,0,6.5,7.0,5.8,6.433333333333334,5,1,3,1.0,EXATAS,NONE,3413251
18457,0,0,0,0,6.5,6.9,5.2,6.2,4,2,5,1.0,EXATAS,NONE,3413251
18458,0,0,0,0,6.5,6.9,5.7,5.9,15,5,1,0.0,EXATAS,NONE,3413251
18459,0,0,0,0,6.3,6.5,5.7,5.7,12,6,2,0.0,EXATAS,NONE,3413251
18460,1,1,1,1,0.0,0.0,0.0,0.0,3,2,4,1.0,DIFICULDADE,NONE,3413251
18461,0,0,0,0,5.1,5.8,7.1,5.5,0,3,5,0.0,HUMANAS,NONE,3413251
18462,1,3,3,1,0.0,0.0,0.0,0.0,17,4,6,1.0,DIFICULDADE,NONE,3413251
18463,0,0,0,0,6.7,7.2,7.2,6.1,3,4,3,0.0,DIFICULDADE,NONE,3413251
18464,3,3,1,1,0.0,0.0,0.0,0.0,0,3,6,1.0,DIFICULDADE,NONE,3413251
18465,1,1,1,3,0.0,0.0,0.0,0.0,5,5,4,1.0,DIFICULDADE,NONE,3413251
18466,0,0,0,0,6.9,6.8,6.0,5.2,1,3,3,1.0,EXATAS,NONE,3413251
18467,0,0,3,1,6.3,4.9,0.0,0.0,2,5,5,1.0,DIFICULDADE,NONE,3413251
18468,0,0,0,0,5.4,5.3,4.7,5.133333333333334,0,2,3,0.0,EXATAS,NONE,3413251
18469,0,0,0,0,4.7,4.7,5.8,5.066666666666666,2,2,6,1.0,EXATAS,NONE,3413251
18470,0,0,0,0,6.4,5.0,4.8,5.2,2,3,6,1.0,EXATAS,NONE,3413251
18471,0,0,0,0,5.8,4.6,5.1,5.166666666666667,2,3,4,1.0,EXATAS,NONE,3413251
18472,0,0,0,0,4.7,5.4,5.4,5.2,5,4,4,0.0,EXATAS,NONE,3413251
18473,0,0,0,0,6.7,7.9,7.2,7.266666666666667,12,3,5,1.0,HUMANAS,NONE,3413251
18474,0,0,0,0,6.8,6.3,6.2,5.6,5,3,5,1.0,EXATAS,NONE,3413251
18475,1,1,1,3,0.0,0.0,0.0,0.0,4,3,3,1.0,DIFICULDADE,NONE,3413251
18476,0,0,0,0,6.9,7.1,7.9,6.6,5,2,6,1.0,HUMANAS,NONE,3413251
18477,0,0,0,0,7.1,7.1,7.8,7.1,19,6,2,1.0,HUMANAS,NONE,3413251
18478,0,0,0,0,7.0,6.9,6.4,5.7,4,5,3,1.0,EXATAS,NONE,3413251
18479,0,0,0,0,5.7,5.2,5.0,4.3,5,1,6,1.0,EXATAS,NONE,3413251
18480,0,0,0,0,6.4,5.2,5.4,5.7,2,4,6,1.0,EXATAS,NONE,3413251
18481,0,0,0,0,7.5,7.9,8.5,6.3,13,7,2,0.0,HUMANAS,NONE,3413251
18482,0,0,0,0,6.9,6.5,7.4,6.933333333333334,5,2,6,1.0,HUMANAS,NONE,3413251
18483,0,0,0,0,6.8,6.9,8.1,6.7,7,3,4,1.0,HUMANAS,NONE,3413251
18484,0,0,0,0,6.3,6.8,9.4,7.5,14,5,2,1.0,HUMANAS,NONE,3413251
18485,0,0,0,0,5.9,4.5,5.1,4.9,5,1,7,1.0,EXATAS,NONE,3413251
18486,0,0,0,0,7.5,6.9,6.1,6.833333333333333,7,3,3,1.0,EXCELENTE,NONE,3413251
18487,0,0,0,0,7.7,7.7,7.2,6.5,17,5,1,1.0,HUMANAS,NONE,3413251
18488,1,1,1,1,0.0,0.0,0.0,0.0,5,6,5,1.0,DIFICULDADE,NONE,3413251
18489,0,0,0,0,7.5,7.2,7.7,7.466666666666666,3,6,3,1.0,MUITO_BOM,NONE,3413251
18490,1,1,1,1,0.0,0.0,0.0,0.0,5,5,3,1.0,DIFICULDADE,NONE,3413251
18491,1,1,3,1,0.0,0.0,0.0,0.0,4,4,4,1.0,DIFICULDADE,NONE,3413251
18492,0,0,0,0,6.8,6.7,5.0,6.1,3,5,5,1.0,EXATAS,NONE,3413251
18493,0,0,0,0,7.4,7.2,9.6,7.3,6,4,3,0.0,MUITO_BOM,NONE,3413251
18494,0,0,0,0,7.9,7.6,8.9,8.4,6,6,2,0.0,MUITO_BOM,NONE,3413251
18495,0,0,0,0,6.1,6.8,5.9,5.6,6,5,3,0.0,EXATAS,NONE,3413251
18496,1,1,3,1,0.0,0.0,0.0,0.0,3,0,8,1.0,DIFICULDADE,NONE,3413251
18497,0,0,0,0,6.5,5.2,4.7,4.2,16,2,1,1.0,DIFICULDADE,NONE,3413251
18498,0,0,0,0,6.9,6.4,5.2,6.166666666666667,4,5,3,1.0,EXATAS,NONE,3413251
18499,0,0,0,0,5.5,4.8,5.4,5.7,4,4,3,0.0,DIFICULDADE,NONE,3413251
18500,0,0,0,0,6.4,5.5,7.4,6.2,9,0,2,1.0,HUMANAS,NONE,3413251
18501,0,0,0,0,7.0,6.9,7.8,6.9,7,1,5,1.0,HUMANAS,NONE,3413251
18502,0,0,0,0,7.7,8.7,9.5,8.3,5,2,3,1.0,EXCELENTE,NONE,3413251
18503,0,0,0,0,6.9,7.1,4.6,5.8,3,2,5,1.0,EXATAS,NONE,3413251
18504,0,0,0,0,6.4,6.6,6.4,6.6,4,2,8,0.0,EXATAS,NONE,3413251
18505,0,0,0,0,5.0,5.9,4.7,5.3,1,2,3,1.0,DIFICULDADE,NONE,3413251
18506,0,0,0,0,6.5,5.3,6.0,4.5,14,5,2,1.0,EXATAS,NONE,3413251
18507,0,0,0,0,7.3,6.8,6.7,6.933333333333334,3,3,3,1.0,HUMANAS,NONE,3413251
18508,0,0,0,0,5.3,4.7,5.6,4.6,3,2,6,1.0,DIFICULDADE,NONE,3413251
18509,0,0,0,0,5.9,6.7,8.3,6.3,4,4,4,0.0,HUMANAS,NONE,3413251
18510,0,0,0,0,6.4,6.5,5.9,4.6,1,2,6,1.0,EXATAS,NONE,3413251
